jd_utc,ra_deg,dec_deg,magnitude,band,obs_code,sigma_ra_arcsec,sigma_dec_arcsec,source,designation
2460858.64808,271.38558333333333,-18.684166666666663,16.8,G,G40,0.5,0.5,mpc_real_http,0003IK25N010
2460858.65508,271.3819583333333,-18.68391666666667,17.2,G,G40,0.5,0.5,mpc_real_http,0003IK25N010
2460858.662,271.37833333333333,-18.68391666666667,18.5,G,G40,0.5,0.5,mpc_real_http,0003IK25N010
2460858.664412,271.3779583333333,-18.684055555555556,17.1,G,V11,0.5,0.5,mpc_real_http,0003IK25N010
2460858.66894,271.37470833333333,-18.683694444444445,18.0,G,G40,0.5,0.5,mpc_real_http,0003IK25N010
2460858.672292,271.3739583333333,-18.683805555555555,16.9,G,V11,0.5,0.5,mpc_real_http,0003IK25N010
2460858.692,271.36324999999994,-18.682944444444445,,,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.69365,271.3623333333333,-18.68288888888889,,,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.69527,271.3614583333333,-18.682861111111112,,,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.69688,271.36066666666665,-18.68288888888889,18.2,G,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.722864,271.3474166666667,-18.68325,19.2,G,H21,0.5,0.5,mpc_real_http,0003IK25N010
2460858.725706,271.34599999999995,-18.68325,19.3,G,H21,0.5,0.5,mpc_real_http,0003IK25N010
2460858.72854,271.3440833333333,-18.682555555555556,17.2,R,I47,0.5,0.5,mpc_real_http,0003IK25N010
2460858.72855,271.3445,-18.68319444444445,19.2,G,H21,0.5,0.5,mpc_real_http,0003IK25N010
2460858.73362,271.34124999999995,-18.68244444444445,17.5,G,W93,0.5,0.5,mpc_real_http,0003I
2460858.73509,271.3405,-18.68241666666667,17.7,G,W93,0.5,0.5,mpc_real_http,0003I
2460858.73666,271.3397083333333,-18.68238888888889,17.8,G,W93,0.5,0.5,mpc_real_http,0003I
2460858.73823,271.33887500000003,-18.682361111111113,17.4,G,W93,0.5,0.5,mpc_real_http,0003I
2460858.75947,271.3279583333333,-18.682083333333335,18.3,G,807,0.15,0.15,mpc_real_http,0003IK25N010
2460858.76493,271.32512499999996,-18.682055555555557,18.2,G,807,0.15,0.15,mpc_real_http,0003IK25N010
2460858.7704,271.32225,-18.681972222222225,18.4,G,807,0.15,0.15,mpc_real_http,0003IK25N010
2460858.77458,271.32004166666667,-18.68188888888889,,,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.77674,271.3189166666666,-18.681833333333337,,,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.77708,271.3186666666667,-18.68188888888889,17.4,R,I47,0.5,0.5,mpc_real_http,0003IK25N010
2460858.778604,271.31779166666666,-18.68186111111111,,,W57,0.5,0.5,mpc_real_http,0003IK25N010
2460858.77887,271.31779166666666,-18.68177777777778,,,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.78101,271.3165833333333,-18.68169444444445,17.6,G,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.781922,271.31691666666666,-18.682333333333336,17.4,G,T03,0.5,0.5,mpc_real_http,0003IK25N010
2460858.782533,271.31662499999993,-18.682277777777777,17.1,G,T03,0.5,0.5,mpc_real_http,0003IK25N010
2460858.783156,271.31629166666664,-18.68225,17.2,G,T03,0.5,0.5,mpc_real_http,0003IK25N010
2460858.785048,271.31537499999996,-18.682222222222222,17.4,G,T03,0.5,0.5,mpc_real_http,0003IK25N010
2460858.790256,271.31179166666664,-18.681583333333336,,,W57,0.5,0.5,mpc_real_http,0003IK25N010
2460858.804711,271.3041666666667,-18.681527777777777,17.76,G,W85,0.5,0.5,mpc_real_http,0003IK25N010
2460858.806164,271.3035,-18.681444444444445,18.01,G,W85,0.5,0.5,mpc_real_http,0003IK25N010
2460858.807648,271.3027083333333,-18.681444444444445,17.99,G,W85,0.5,0.5,mpc_real_http,0003IK25N010
2460858.815637,271.2985,-18.681416666666667,17.5,G,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.816863,271.2977916666667,-18.68127777777778,17.4,G,X07,0.5,0.5,mpc_real_http,0003IK25N010
2460858.8252,271.2935416666666,-18.681194444444447,17.3,R,I47,0.5,0.5,mpc_real_http,0003IK25N010
2460858.82968,271.29116666666664,-18.68111111111111,17.3,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.8313420713,204.8016732178752,-4.454881928118273,18.225830031837997,r,K91,0.3,0.3,extended_LCOGT,
2460858.83193,271.28995833333335,-18.681055555555556,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.83417,271.288875,-18.681083333333333,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.8364,271.28766666666667,-18.681055555555556,17.3,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.83865,271.28629166666667,-18.681,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.84089,271.28529166666664,-18.680972222222223,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.84314,271.2840833333333,-18.68094444444445,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.84537,271.28291666666667,-18.68094444444445,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.8476,271.28175,-18.68091666666667,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.847951,271.28187499999996,-18.68163888888889,17.83,r,I41,0.1,0.1,mpc_real_http,0003I
2460858.847951,271.2817083333333,-18.68169444444445,17.82,r,I41,0.1,0.1,mpc_real_http,0003I
2460858.848143,271.2819583333333,-18.681583333333336,17.82,r,I41,0.1,0.1,mpc_real_http,0003I
2460858.84984,271.2805833333333,-18.68088888888889,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.85207,271.27941666666663,-18.68088888888889,17.1,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.85432,271.27824999999996,-18.68080555555556,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.85656,271.27708333333334,-18.680777777777777,17.4,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.8588,271.27591666666666,-18.68075,17.4,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.86104,271.27479166666666,-18.680777777777777,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.86328,271.2735416666667,-18.680666666666667,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.86998,271.27,-18.68052777777778,17.4,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.871713,271.26916666666665,-18.681527777777777,18.54,g,I41,0.1,0.1,mpc_real_http,0003I
2460858.871713,271.26925,-18.681444444444445,18.56,g,I41,0.1,0.1,mpc_real_http,0003I
2460858.871899,271.26941666666664,-18.68138888888889,18.56,g,I41,0.1,0.1,mpc_real_http,0003I
2460858.87221,271.268875,-18.680611111111112,17.3,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.87444,271.26762499999995,-18.680777777777777,17.4,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.87667,271.26641666666666,-18.680694444444445,17.1,R,X19,0.5,0.5,mpc_real_http,0003I
2460858.87668,271.2665416666666,-18.6805,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.87891,271.2650833333333,-18.68041666666667,17.2,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.88038,271.2645,-18.68041666666667,17.4,R,X19,0.5,0.5,mpc_real_http,0003I
2460858.88118,271.26433333333335,-18.68036111111111,16.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.88127,271.26366666666667,-18.68025,17.6,R,X19,0.5,0.5,mpc_real_http,0003I
2460858.88215,271.2635,-18.679944444444445,17.6,R,X19,0.5,0.5,mpc_real_http,0003I
2460858.88304,271.26329166666665,-18.679861111111112,17.3,R,X19,0.5,0.5,mpc_real_http,0003I
2460858.88341,271.2630833333333,-18.680444444444447,17.1,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.88565,271.2618333333333,-18.68038888888889,17.1,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.88788,271.26062499999995,-18.68036111111111,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.89013,271.2593333333333,-18.68038888888889,17.5,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.89236,271.2584583333333,-18.68036111111111,17.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.89459,271.2572083333333,-18.68027777777778,16.6,G,I40,0.5,0.5,mpc_real_http,0003I
2460858.91459,271.247375,-18.680694444444445,17.61,G,T14,0.5,0.5,mpc_real_http,0003IK25N010
2460858.915792,271.24674999999996,-18.680666666666667,17.63,G,T14,0.5,0.5,mpc_real_http,0003IK25N010
2460858.916994,271.246125,-18.680666666666667,17.52,G,T14,0.5,0.5,mpc_real_http,0003IK25N010
2460858.92731,271.24125000000004,-18.679861111111112,16.8,G,Q22,0.5,0.5,mpc_real_http,0003IK25N010
2460858.93448,271.23745833333334,-18.67977777777778,16.8,G,Q22,0.5,0.5,mpc_real_http,0003IK25N010
2460858.94122,271.23387499999995,-18.67975,16.7,G,Q22,0.5,0.5,mpc_real_http,0003IK25N010
2460859.002562,271.2010833333333,-18.679555555555556,17.1,G,F65,0.5,0.5,mpc_real_http,0003IK25N010
2460859.003265,271.2006666666666,-18.67952777777778,17.1,G,F65,0.5,0.5,mpc_real_http,0003IK25N010
2460859.00625,271.199125,-18.6795,17.1,G,F65,0.5,0.5,mpc_real_http,0003IK25N010
2460859.046746,271.17783333333335,-18.678972222222225,17.1,G,F65,0.5,0.5,mpc_real_http,0003IK25N010
2460859.048185,271.1770833333333,-18.678944444444447,17.1,G,F65,0.5,0.5,mpc_real_http,0003IK25N010
2460859.1806,271.1084583333333,-18.677305555555556,17.7,G,N42,0.5,0.5,mpc_real_http,0003IK25N010
2460859.1851,271.10604166666667,-18.677305555555556,17.4,G,N42,0.5,0.5,mpc_real_http,0003IK25N010
2460859.18904,271.104,-18.67725,17.3,G,N42,0.5,0.5,mpc_real_http,0003IK25N010
2460859.310721,271.0404583333333,-18.67516666666667,,,M21,0.5,0.5,mpc_real_http,0003I
2460859.322037,271.03450000000004,-18.675055555555556,17.6,G,M21,0.5,0.5,mpc_real_http,0003I
2460859.333348,271.0285,-18.67488888888889,,,M21,0.5,0.5,mpc_real_http,0003I
2460859.34759,271.0206666666666,-18.675222222222224,18.7,G,088,0.5,0.5,mpc_real_http,0003I
2460859.34832,271.02045833333335,-18.67511111111111,18.5,G,088,0.5,0.5,mpc_real_http,0003I
2460859.34904,271.02000000000004,-18.67494444444445,18.4,G,088,0.5,0.5,mpc_real_http,0003I
2460859.34978,271.01966666666664,-18.675083333333333,18.5,G,088,0.5,0.5,mpc_real_http,0003I
2460859.35051,271.01925,-18.675083333333333,18.5,G,088,0.5,0.5,mpc_real_http,0003I
2460859.35123,271.0188333333333,-18.675083333333333,18.3,G,088,0.5,0.5,mpc_real_http,0003I
2460859.35196,271.01849999999996,-18.67502777777778,18.5,G,088,0.5,0.5,mpc_real_http,0003I
2460859.35208,271.018375,-18.675138888888892,17.8,V,L04,0.5,0.5,mpc_real_http,0003IK25N010
2460859.35269,271.01800000000003,-18.67502777777778,18.3,G,088,0.5,0.5,mpc_real_http,0003I
2460859.35343,271.0176666666666,-18.675083333333333,18.1,G,088,0.5,0.5,mpc_real_http,0003I
2460859.35415,271.017,-18.67494444444445,17.9,G,088,0.5,0.5,mpc_real_http,0003I
2460859.355856,271.01662500000003,-18.67516666666667,17.2,G,595,0.5,0.5,mpc_real_http,0003I
2460859.35712,271.01574999999997,-18.675,17.7,V,L04,0.5,0.5,mpc_real_http,0003IK25N010
2460859.35812,271.0151666666667,-18.674972222222223,17.5,V,L04,0.5,0.5,mpc_real_http,0003IK25N010
2460859.360222,271.01420833333333,-18.674972222222223,17.4,G,595,0.5,0.5,mpc_real_http,0003I
2460859.36274,271.01254166666666,-18.67502777777778,17.7,G,C40,0.5,0.5,mpc_real_http,0003I
2460859.36627,271.010875,-18.674861111111113,16.9,G,C40,0.5,0.5,mpc_real_http,0003I
2460859.368962,271.00958333333335,-18.67480555555556,17.8,G,595,0.5,0.5,mpc_real_http,0003I
2460859.370311,271.0088333333333,-18.674972222222223,16.6,R,M50,0.5,0.5,mpc_real_http,0003I
2460859.37094,271.008625,-18.674611111111112,19.5,V,C82,0.5,0.5,mpc_real_http,0003I
2460859.37161,271.0081666666666,-18.674833333333336,17.5,V,L04,0.5,0.5,mpc_real_http,0003IK25N010
2460859.37292,271.0074166666667,-18.674611111111112,17.1,G,G02,0.2,0.2,mpc_real_http,0003I
2460859.37312,271.00725,-18.67477777777778,17.7,G,C40,0.5,0.5,mpc_real_http,0003I
2460859.37353,271.0070416666667,-18.674833333333336,18.8,V,M38,0.5,0.5,mpc_real_http,0003I
2460859.37367,271.0074166666667,-18.674861111111113,17.6,r,232,0.5,0.5,mpc_real_http,0003I
2460859.37424,271.0067083333333,-18.674666666666667,17.9,G,126,0.5,0.5,mpc_real_http,0003I
2460859.37458,271.00666666666666,-18.674583333333334,18.1,G,126,0.5,0.5,mpc_real_http,0003I
2460859.374875,271.00658333333337,-18.67475,17.6,G,L34,0.5,0.5,mpc_real_http,0003I
2460859.37523,271.00624999999997,-18.67480555555556,17.8,V,L04,0.5,0.5,mpc_real_http,0003IK25N010
2460859.375368,271.0063333333334,-18.674722222222226,16.2,R,M50,0.5,0.5,mpc_real_http,0003I
2460859.37604,271.0057083333333,-18.674611111111112,17.3,G,G02,0.2,0.2,mpc_real_http,0003I
2460859.37691,271.005375,-18.67475,17.8,G,587,0.5,0.5,mpc_real_http,0003I
2460859.37994,271.00379166666664,-18.67477777777778,17.9,G,587,0.5,0.5,mpc_real_http,0003I
2460859.38352,271.00175,-18.67436111111111,17.8,G,C40,0.5,0.5,mpc_real_http,0003I
2460859.38371,271.00166666666667,-18.674444444444447,16.8,G,C40,0.5,0.5,mpc_real_http,0003I
2460859.38516,271.00104166666665,-18.674444444444447,18.2,V,C82,0.5,0.5,mpc_real_http,0003I
2460859.38587,271.000625,-18.67463888888889,17.0,G,G02,0.2,0.2,mpc_real_http,0003I
2460859.38872,270.9990833333334,-18.674694444444444,17.7,r,232,0.5,0.5,mpc_real_http,0003I
2460859.39009,270.99825,-18.674694444444444,18.5,V,M38,0.5,0.5,mpc_real_http,0003I
2460859.39089,270.9979583333333,-18.674388888888892,16.9,G,126,0.5,0.5,mpc_real_http,0003I
2460859.39198,270.997625,-18.674472222222224,17.3,G,126,0.5,0.5,mpc_real_http,0003I
2460859.39546,270.99554166666667,-18.674444444444447,17.3,G,G02,0.2,0.2,mpc_real_http,0003I
2460859.39553,270.99558333333334,-18.6745,19.4,V,K78,0.5,0.5,mpc_real_http,0003I
2460859.395644,270.99533333333335,-18.674583333333334,17.3,G,K88,0.5,0.5,mpc_real_http,0003I
2460859.39576,270.9955,-18.67441666666667,18.8,V,185,0.5,0.5,mpc_real_http,0003I
2460859.395804,270.9954583333334,-18.67405555555556,17.3,G,L02,0.5,0.5,mpc_real_http,0003I
2460859.396407,270.994875,-18.6745,18.2,G,204,0.5,0.5,mpc_real_http,0003I
2460859.39663,270.99483333333336,-18.674472222222224,17.5,G,247,0.5,0.5,mpc_real_http,0003I
2460859.39729,270.9947916666667,-18.674611111111112,18.1,V,L85,0.5,0.5,mpc_real_http,0003I
2460859.39882,270.9939166666667,-18.67441666666667,16.9,G,G02,0.2,0.2,mpc_real_http,0003I
2460859.39921,270.9936666666667,-18.674472222222224,19.1,r,213,0.5,0.5,mpc_real_http,0003I
2460859.39942,270.9935416666667,-18.67452777777778,19.2,V,C82,0.5,0.5,mpc_real_http,0003I
2460859.400752,270.99241666666666,-18.674444444444447,16.5,G,L02,0.5,0.5,mpc_real_http,0003I
2460859.40097,270.99258333333336,-18.67436111111111,16.8,G,C40,0.5,0.5,mpc_real_http,0003I
2460859.40324,270.9914166666667,-18.67419444444445,18.2,V,185,0.5,0.5,mpc_real_http,0003I
2460859.403774,270.99104166666666,-18.674444444444447,18.4,G,L34,0.5,0.5,mpc_real_http,0003I
2460859.40467,270.99075,-18.67441666666667,19.3,V,K78,0.5,0.5,mpc_real_http,0003I
2460859.405625,270.9905,-18.674444444444447,16.8,G,L02,0.5,0.5,mpc_real_http,0003I
2460859.40931,270.98825000000005,-18.67452777777778,17.6,G,126,0.5,0.5,mpc_real_http,0003I
2460859.41047,270.98762500000004,-18.674388888888892,18.7,V,185,0.5,0.5,mpc_real_http,0003I
2460859.410713,270.98745833333334,-18.67436111111111,17.3,G,K88,0.5,0.5,mpc_real_http,0003I
2460859.41087,270.987375,-18.67419444444445,17.5,G,247,0.5,0.5,mpc_real_http,0003I
2460859.411025,270.9872916666667,-18.67441666666667,,,204,0.5,0.5,mpc_real_http,0003I
2460859.41207,270.98670833333335,-18.674277777777775,17.4,G,K88,0.5,0.5,mpc_real_http,0003I
2460859.41237,270.98620833333337,-18.674305555555556,17.7,G,G00,0.2,0.2,mpc_real_http,0003I
2460859.41347,270.985875,-18.674166666666668,19.7,V,C82,0.5,0.5,mpc_real_http,0003I
2460859.41367,270.9859583333334,-18.67425,19.7,V,C82,0.5,0.5,mpc_real_http,0003I
2460859.41382,270.98583333333335,-18.674277777777775,19.6,V,K78,0.5,0.5,mpc_real_http,0003I
2460859.4177,270.9837916666667,-18.674305555555556,17.4,G,K77,0.5,0.5,mpc_real_http,0003I
2460859.41843,270.98350000000005,-18.673972222222226,19.3,V,C82,0.5,0.5,mpc_real_http,0003I
2460859.41866,270.98312500000003,-18.674083333333336,17.9,G,247,0.5,0.5,mpc_real_http,0003I
2460859.418897,270.98316666666665,-18.67419444444445,18.4,G,M57,0.5,0.5,mpc_real_http,0003I
2460859.42065,270.98195833333335,-18.673527777777775,17.8,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.42081,270.9820833333333,-18.674305555555556,17.9,V,R45,0.5,0.5,mpc_real_http,0003I
2460859.42213,270.98125,-18.67344444444445,17.9,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.42296,270.9809583333334,-18.67413888888889,17.7,G,G00,0.2,0.2,mpc_real_http,0003I
2460859.42363,270.9805416666667,-18.67327777777778,18.0,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.42425,270.9804166666667,-18.674222222222223,17.2,G,K77,0.5,0.5,mpc_real_http,0003I
2460859.42459,270.98012500000004,-18.67436111111111,18.1,V,L85,0.5,0.5,mpc_real_http,0003I
2460859.42513,270.9798333333333,-18.67325,18.2,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.42661,270.97879166666667,-18.673361111111113,18.3,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.42681,270.97879166666667,-18.67405555555556,17.7,G,247,0.5,0.5,mpc_real_http,0003I
2460859.4272,270.9791666666667,-18.674305555555556,17.0,r,Z09,0.5,0.5,mpc_real_http,0003I
2460859.42811,270.97812500000003,-18.67330555555556,18.0,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.428728,270.9780416666667,-18.674111111111113,18.2,G,598,0.5,0.5,mpc_real_http,0003I
2460859.42959,270.9773333333333,-18.673194444444444,18.3,G,L32,0.5,0.5,mpc_real_http,0003I
2460859.430486,270.9769583333333,-18.67413888888889,17.8,G,L34,0.5,0.5,mpc_real_http,0003I
2460859.43079,270.9769166666667,-18.674583333333334,17.4,G,K77,0.5,0.5,mpc_real_http,0003I
2460859.43223,270.976375,-18.67425,17.1,r,Z09,0.5,0.5,mpc_real_http,0003I
2460859.43321,270.9755416666667,-18.67402777777778,17.4,G,G00,0.2,0.2,mpc_real_http,0003I
2460859.433262,270.975625,-18.67413888888889,18.4,G,598,0.5,0.5,mpc_real_http,0003I
2460859.433414,270.9755416666667,-18.674,18.1,G,M57,0.5,0.5,mpc_real_http,0003I
2460859.43461,270.9745833333334,-18.67402777777778,17.4,G,247,0.5,0.5,mpc_real_http,0003I
2460859.435528,270.97433333333333,-18.673944444444444,18.1,G,598,0.5,0.5,mpc_real_http,0003I
2460859.43647,270.9737083333333,-18.673916666666667,17.2,r,Z09,0.5,0.5,mpc_real_http,0003I
2460859.438146,270.9732916666667,-18.673333333333336,16.9,V,Y05,0.5,0.5,mpc_real_http,0003I
2460859.43836,270.972875,-18.674,18.5,V,K74,0.5,0.5,mpc_real_http,0003I
2460859.438957,270.97270833333334,-18.67375,18.3,G,598,0.5,0.5,mpc_real_http,0003I
2460859.44071,270.97154166666667,-18.674166666666668,17.0,r,Z09,0.5,0.5,mpc_real_http,0003I
2460859.44274,270.97062500000004,-18.67388888888889,18.8,G,598,0.5,0.5,mpc_real_http,0003I
2460859.443039,270.9707916666667,-18.673222222222225,17.8,V,Y05,0.5,0.5,mpc_real_http,0003I
2460859.445318,270.9692083333333,-18.673861111111112,18.6,G,M57,0.5,0.5,mpc_real_http,0003I
2460859.445765,270.96900000000005,-18.673861111111112,18.4,G,598,0.5,0.5,mpc_real_http,0003I
2460859.44617,270.96883333333335,-18.673805555555557,18.3,r,213,0.5,0.5,mpc_real_http,0003I
2460859.448263,270.96820833333334,-18.67313888888889,16.6,V,Y05,0.5,0.5,mpc_real_http,0003I
2460859.44887,270.96737500000006,-18.673916666666667,18.4,V,K74,0.5,0.5,mpc_real_http,0003I
2460859.452866,270.9651666666667,-18.673805555555557,18.5,G,M57,0.5,0.5,mpc_real_http,0003I
2460859.45362,270.96520833333335,-18.67286111111111,18.8,V,X93,0.5,0.5,mpc_real_http,0003I
2460859.45464,270.964625,-18.67375,17.68,V,I79,0.5,0.5,mpc_real_http,0003I
2460859.456828,270.9630416666667,-18.673722222222224,18.0,G,L34,0.5,0.5,mpc_real_http,0003I
2460859.45958,270.96225000000004,-18.672972222222224,18.3,V,X93,0.5,0.5,mpc_real_http,0003I
2460859.459742,270.9614166666667,-18.67291666666667,18.26,c,M22,0.2,0.2,mpc_real_http,0003I
2460859.46015,270.96158333333335,-18.673638888888892,17.65,V,I79,0.5,0.5,mpc_real_http,0003I
2460859.461022,270.96087500000004,-18.673555555555556,18.0,G,M57,0.5,0.5,mpc_real_http,0003I
2460859.46343,270.95954166666667,-18.673916666666667,17.5,V,R45,0.5,0.5,mpc_real_http,0003I
2460859.46527,270.95933333333335,-18.673194444444444,17.7,V,X93,0.5,0.5,mpc_real_http,0003I
2460859.4657,270.95854166666663,-18.673555555555556,17.2,V,I79,0.5,0.5,mpc_real_http,0003I
2460859.473006,270.95479166666667,-18.673555555555556,18.3,G,K62,0.5,0.5,mpc_real_http,0003I
2460859.4756,270.9533333333333,-18.67344444444445,16.8,G,Z28,0.5,0.5,mpc_real_http,0003I
2460859.475746,270.95324999999997,-18.673555555555556,17.7,G,J95,0.5,0.5,mpc_real_http,0003I
2460859.475852,270.95295833333336,-18.672805555555556,18.25,c,M22,0.2,0.2,mpc_real_http,0003I
2460859.476785,270.95254166666666,-18.673583333333333,18.3,G,K62,0.5,0.5,mpc_real_http,0003I
